Site ID,Site Name,Site Type,Year,Total Enrollment,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# White,% White,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# Female,% Female,# Male,% Male
KCMA,Seeds of Unity,DOE,2017-18,16,7,43.8,1,6.3,7,43.8,1,6.3,0,0,7,43.8,9,56.3
KCME,BKA Utica,DOE,2015-16,17,0,0,14,82.4,3,17.6,0,0,0,0,7,41.2,10,58.8
KCME,BKA Utica,DOE,2016-17,21,0,0,16,76.2,1,4.8,3,14.3,1,4.8,10,47.6,11,52.4
KCME,BKA Utica,DOE,2017-18,20,0,0,13,65,3,15,1,5,3,15,9,45,11,55
KCMK,"Brooklyn Treehouse Preeschool, Inc.",DOE,2015-16,30,1,3.3,0,0,1,3.3,26,86.7,2,6.7,11,36.7,19,63.3
KCMK,"Brooklyn Treehouse Preeschool, Inc.",DOE,2016-17,30,1,3.3,0,0,6,20,20,66.7,3,10,15,50,15,50
KCMK,"Brooklyn Treehouse Preeschool, Inc.",DOE,2017-18,30,0,0,0,0,5,16.7,22,73.3,3,10,14,46.7,16,53.3
KCML,BRYAN'S EDUCATIONAL CENTER,DOE,2015-16,36,0,0,35,97.2,0,0,0,0,1,2.8,20,55.6,16,44.4
KCML,BRYAN'S EDUCATIONAL CENTER,DOE,2016-17,35,0,0,35,100,0,0,0,0,0,0,16,45.7,19,54.3
KCML,BRYAN'S EDUCATIONAL CENTER,DOE,2017-18,54,0,0,53,98.1,0,0,0,0,1,1.9,25,46.3,29,53.7
KCMN,Early Childhood Development Center Kaleidoscope,DOE,2015-16,12,0,0,0,0,0,0,12,100,0,0,7,58.3,5,41.7
KCMN,Early Childhood Development Center Kaleidoscope,DOE,2016-17,12,0,0,0,0,1,8.3,10,83.3,1,8.3,6,50,6,50
KCMN,Early Childhood Development Center Kaleidoscope,DOE,2017-18,12,0,0,0,0,0,0,12,100,0,0,4,33.3,8,66.7
KCMT,Glorious And Gifted Early Childhood Center Inc,DOE,2015-16,8,0,0,7,87.5,0,0,1,12.5,0,0,3,37.5,5,62.5
KCMT,Glorious and Gifted Early Childhood Center Inc.,DOE,2016-17,10,0,0,9,90,1,10,0,0,0,0,5,50,5,50
KCMT,Glorious and Gifted Early Childhood Center Inc.,DOE,2017-18,12,0,0,12,100,0,0,0,0,0,0,7,58.3,5,41.7
KCMV,ABC PLUS,DOE,2015-16,12,0,0,0,0,0,0,12,100,0,0,8,66.7,4,33.3
KCMV,ABC PLUS,DOE,2016-17,12,0,0,0,0,0,0,12,100,0,0,9,75,3,25
KCPY,Tiny Bumblebees Inc.,DOE,2015-16,9,0,0,0,0,0,0,7,77.8,2,22.2,4,44.4,5,55.6
KCMZ,Free Greek Community of the Three Hierachs,DOE,2015-16,33,2,6.1,1,3,2,6.1,27,81.8,1,3,15,45.5,18,54.5
KCMZ,Free Greek Community of the Three Hierarchs,DOE,2016-17,48,2,4.2,1,2.1,5,10.4,40,83.3,0,0,27,56.3,21,43.8
KCMZ,Free Greek Community of the Three Hierarchs,DOE,2017-18,48,4,8.3,0,0,8,16.7,34,70.8,2,4.2,28,58.3,20,41.7
KCNA,"The Friends of Crown Heights Educational Centers, Inc.",DOE,2015-16,29,0,0,23,79.3,4,13.8,0,0,2,6.9,20,69,9,31
KCNA,"The Friends of Crown Heights Educational Centers, Inc.",DOE,2016-17,32,2,6.3,26,81.3,2,6.3,0,0,2,6.3,18,56.3,14,43.8
KCNA,"The Friends of Crown Heights Educational Centers, Inc.",DOE,2017-18,29,0,0,26,89.7,1,3.4,1,3.4,1,3.4,16,55.2,13,44.8
KCNF,Itty Bitty Adventures Preschool,DOE,2015-16,16,0,0,1,6.3,4,25,11,68.8,0,0,8,50,8,50
KCNF,Itty Bitty Adventures Preschool,DOE,2016-17,16,1,6.3,0,0,6,37.5,8,50,1,6.3,5,31.3,11,68.8
KCNF,Itty Bitty Adventures Preschool,DOE,2017-18,27,2,7.4,9,33.3,4,14.8,12,44.4,0,0,9,33.3,18,66.7
KCNH,Kiddieprise-1520 86 street,DOE,2015-16,18,8,44.4,0,0,2,11.1,8,44.4,0,0,5,27.8,13,72.2
KCNH,Kiddieprise-1520 86th Street,DOE,2016-17,18,16,88.9,0,0,2,11.1,0,0,0,0,8,44.4,10,55.6
KCNH,Kiddieprise-1520 86th Street,DOE,2017-18,17,14,82.4,0,0,2,11.8,0,0,1,5.9,10,58.8,7,41.2
KCNI,"Klever Kidz, LLC DBA Basin Prep",DOE,2016-17,16,2,12.5,2,12.5,0,0,12,75,0,0,11,68.8,5,31.3
KCNI,"Klever Kidz, LLC DBA Basin Prep",DOE,2017-18,19,0,0,0,0,0,0,19,100,0,0,9,47.4,10,52.6
KCNK,Neptune Ave.,DOE,2015-16,33,4,12.1,1,3,3,9.1,24,72.7,1,3,14,42.4,19,57.6
KCNK,Learn and Explore,DOE,2016-17,50,1,2,0,0,2,4,47,94,0,0,26,52,24,48
KCNK,Learn and Explore,DOE,2017-18,53,0,0,0,0,1,1.9,52,98.1,0,0,32,60.4,21,39.6
KCNN,Little Brilliant Minds Inc,DOE,2015-16,15,2,13.3,0,0,6,40,7,46.7,0,0,8,53.3,7,46.7
KCNN,"Little Brilliant Minds, Inc.",DOE,2016-17,15,1,6.7,1,6.7,4,26.7,7,46.7,2,13.3,9,60,6,40
KCNN,"Little Brilliant Minds, Inc.",DOE,2017-18,13,2,15.4,0,0,6,46.2,5,38.5,0,0,8,61.5,5,38.5
KCNP,Little Sunshine Preschool,DOE,2015-16,55,46,83.6,1,1.8,6,10.9,2,3.6,0,0,28,50.9,27,49.1
KCNP,Little Sunshine Preschool,DOE,2016-17,55,46,83.6,0,0,5,9.1,4,7.3,0,0,26,47.3,29,52.7
KCNP,Little Sunshine Preschool,DOE,2017-18,55,45,81.8,0,0,3,5.5,7,12.7,0,0,28,50.9,27,49.1
KCNU,Learning Zone,DOE,2015-16,12,1,8.3,10,83.3,1,8.3,0,0,0,0,9,75,3,25
KCNU,Learning Zone,DOE,2016-17,11,0,0,11,100,0,0,0,0,0,0,2,18.2,9,81.8
KCNU,Learning Zone,DOE,2017-18,12,0,0,1,8.3,1,8.3,0,0,10,83.3,9,75,3,25
KCNW,Okie Dokie Day Care,DOE,2015-16,47,42,89.4,0,0,1,2.1,4,8.5,0,0,27,57.4,20,42.6
KCNW,Okie Dokie Day Care,DOE,2016-17,47,45,95.7,0,0,0,0,2,4.3,0,0,26,55.3,21,44.7
KCNW,Okie Dokie Day Care,DOE,2017-18,41,32,78,0,0,3,7.3,4,9.8,2,4.9,23,56.1,18,43.9
KCNY,NY Preschool Brooklyn Heights,DOE,2015-16,18,0,0,0,0,0,0,17,94.4,1,5.6,9,50,9,50
KCNY,NY Preschool Brooklyn Heights,DOE,2016-17,15,0,0,0,0,2,13.3,7,46.7,6,40,9,60,6,40
KCNY,NY Preschool Brooklyn Heights,DOE,2017-18,15,0,0,1,6.7,4,26.7,8,53.3,2,13.3,5,33.3,10,66.7
KCNZ,Ny Preschool Park Slope,DOE,2015-16,53,6,11.3,6,11.3,5,9.4,33,62.3,3,5.7,20,37.7,33,62.3
KCNZ,Ny Preschool Park Slope,DOE,2016-17,54,4,7.4,6,11.1,7,13,27,50,10,18.5,29,53.7,25,46.3
KCNZ,Ny Preschool Park Slope,DOE,2017-18,53,3,5.7,9,17,6,11.3,29,54.7,6,11.3,31,58.5,22,41.5
KCOE,"Step By Step Early Childhood Education, Inc.",DOE,2016-17,26,0,0,24,92.3,2,7.7,0,0,0,0,11,42.3,15,57.7
KCOE,"Step By Step Early Childhood Education, Inc.",DOE,2017-18,24,0,0,23,95.8,0,0,0,0,1,4.2,10,41.7,14,58.3
KCOG,Stepz 2 Success Childcare Center,DOE,2015-16,9,0,0,8,88.9,1,11.1,0,0,0,0,5,55.6,4,44.4
KCOG,Stepz 2 Success Child Care Center,DOE,2016-17,12,0,0,9,75,1,8.3,1,8.3,1,8.3,6,50,6,50
KCOG,Stepz 2 Success Child Care Center,DOE,2017-18,12,0,0,10,83.3,2,16.7,0,0,0,0,6,50,6,50
MAPD,ESS Morningside,ACS,2016-17,18,0,0,9,50,9,50,0,0,0,0,9,50,9,50
KCOH,Sweet Home Day Care Center,DOE,2015-16,40,15,37.5,3,7.5,3,7.5,18,45,1,2.5,18,45,22,55
KCOH,Sweet Home Day Care Center,DOE,2016-17,40,22,55,2,5,2,5,14,35,0,0,14,35,26,65
KCOH,Sweet Home Day Care Center,DOE,2017-18,40,7,17.5,0,0,4,10,28,70,1,2.5,17,42.5,23,57.5
KCOI,Treasure Island,DOE,2015-16,40,4,10,0,0,11,27.5,21,52.5,4,10,20,50,20,50
KCOI,Treasure Island,DOE,2016-17,40,7,17.5,0,0,11,27.5,22,55,0,0,19,47.5,21,52.5
KCOI,Treasure Island,DOE,2017-18,40,5,12.5,0,0,7,17.5,23,57.5,5,12.5,21,52.5,19,47.5
KCOJ,candy kid's day care center,DOE,2015-16,18,0,0,17,94.4,1,5.6,0,0,0,0,8,44.4,10,55.6
KCOJ,candy kid's day care center,DOE,2016-17,18,0,0,18,100,0,0,0,0,0,0,10,55.6,8,44.4
KCOJ,candy kid's day care center,DOE,2017-18,18,0,0,18,100,0,0,0,0,0,0,9,50,9,50
KCOL,"Happy Scholars, Inc",DOE,2015-16,38,35,92.1,0,0,0,0,2,5.3,1,2.6,20,52.6,18,47.4
KCOL,"Happy Scholars, Inc.",DOE,2016-17,38,29,76.3,0,0,6,15.8,2,5.3,1,2.6,20,52.6,18,47.4
KCOL,"Happy Scholars, Inc.",DOE,2017-18,38,34,89.5,0,0,2,5.3,2,5.3,0,0,16,42.1,22,57.9
KCOS,G.A.T.E.D. Academy,DOE,2015-16,19,0,0,12,63.2,5,26.3,1,5.3,1,5.3,6,31.6,13,68.4
KCOS,G.A.T.E.D. Academy,DOE,2016-17,19,2,10.5,9,47.4,1,5.3,5,26.3,2,10.5,9,47.4,10,52.6
KCOS,G.A.T.E.D. Academy,DOE,2017-18,15,0,0,7,46.7,6,40,2,13.3,0,0,4,26.7,11,73.3
KCOT,"Giocare, LLC",DOE,2015-16,12,0,0,0,0,3,25,7,58.3,2,16.7,5,41.7,7,58.3
KCOT,"Giocare, LLC",DOE,2016-17,18,2,11.1,1,5.6,1,5.6,13,72.2,1,5.6,11,61.1,7,38.9
KCOT,"Giocare, LLC",DOE,2017-18,18,2,11.1,0,0,0,0,15,83.3,1,5.6,6,33.3,12,66.7
KCOU,My Sunshine Kids INC,DOE,2015-16,54,52,96.3,0,0,2,3.7,0,0,0,0,24,44.4,30,55.6
KCOU,"My Sunshine Kids, Inc.",DOE,2016-17,54,54,100,0,0,0,0,0,0,0,0,19,35.2,35,64.8
KCOU,"My Sunshine Kids, Inc.",DOE,2017-18,62,58,93.5,0,0,4,6.5,0,0,0,0,25,40.3,37,59.7
KCOW,Little Scholars Learning Center,DOE,2015-16,18,3,16.7,0,0,3,16.7,12,66.7,0,0,8,44.4,10,55.6
KCOW,Little Scholars Learning Center,DOE,2016-17,16,4,25,0,0,4,25,8,50,0,0,6,37.5,10,62.5
KCOW,Little Scholars Learning Center,DOE,2017-18,16,1,6.3,0,0,4,25,9,56.3,2,12.5,9,56.3,7,43.8
KCOX,Little Hands and Feet School,DOE,2015-16,12,3,25,0,0,3,25,6,50,0,0,6,50,6,50
KCOX,Little Hands and Feet School,DOE,2016-17,12,2,16.7,0,0,3,25,5,41.7,2,16.7,5,41.7,7,58.3
KCOX,Little Hands and Feet School,DOE,2017-18,13,2,15.4,0,0,5,38.5,6,46.2,0,0,7,53.8,6,46.2
KCPC,Wonder Land P.A.LLC,DOE,2015-16,49,6,12.2,2,4.1,7,14.3,34,69.4,0,0,21,42.9,28,57.1
KCPC,Wonderland P.A. LLC,DOE,2016-17,59,6,10.2,1,1.7,3,5.1,48,81.4,1,1.7,31,52.5,28,47.5
KCPC,Wonderland P.A. LLC,DOE,2017-18,57,10,17.5,1,1.8,5,8.8,37,64.9,4,7,23,40.4,34,59.6
KCPD,Little Sunshine Child Development,DOE,2015-16,12,11,91.7,0,0,0,0,1,8.3,0,0,10,83.3,2,16.7
KCPD,Little Sunshine Child Development,DOE,2016-17,12,12,100,0,0,0,0,0,0,0,0,8,66.7,4,33.3
KCPE,Little Scholars II,DOE,2015-16,7,0,0,0,0,1,14.3,6,85.7,0,0,7,100,0,0
KCPE,Little Scholars II,DOE,2016-17,14,1,7.1,2,14.3,0,0,10,71.4,1,7.1,7,50,7,50
KCPE,Little Scholars II,DOE,2017-18,18,0,0,0,0,1,5.6,17,94.4,0,0,11,61.1,7,38.9
KCPF,Sarah Winner Daycare,DOE,2015-16,12,0,0,0,0,0,0,11,91.7,1,8.3,7,58.3,5,41.7
KCPF,Sarah Winner Daycare,DOE,2016-17,12,0,0,0,0,0,0,11,91.7,1,8.3,3,25,9,75
KCPF,Sarah Winner Daycare,DOE,2017-18,12,0,0,0,0,0,0,12,100,0,0,8,66.7,4,33.3
KCPK,Chabad of North Brooklyn,DOE,2015-16,7,0,0,0,0,0,0,7,100,0,0,2,28.6,5,71.4
KCPK,Chabad of North Brooklyn,DOE,2016-17,8,0,0,0,0,0,0,8,100,0,0,5,62.5,3,37.5
KCPK,Chabad of North Brooklyn,DOE,2017-18,9,0,0,0,0,0,0,9,100,0,0,5,55.6,4,44.4
KCPL,Brooklyn Star Daycare Inc,DOE,2015-16,22,21,95.5,0,0,1,4.5,0,0,0,0,12,54.5,10,45.5
KCPL,"Brooklyn Star Daycare, Inc.",DOE,2016-17,36,29,80.6,1,2.8,1,2.8,5,13.9,0,0,19,52.8,17,47.2
KCPL,"Brooklyn Star Daycare, Inc.",DOE,2017-18,47,37,78.7,0,0,5,10.6,5,10.6,0,0,24,51.1,23,48.9
KCPM,"High Definition Day Care, Inc.",DOE,2015-16,11,0,0,11,100,0,0,0,0,0,0,4,36.4,7,63.6
KCPM,"High Definition Day Care, Inc.",DOE,2016-17,18,1,5.6,14,77.8,2,11.1,0,0,1,5.6,11,61.1,7,38.9
KCPM,"High Definition Day Care, Inc.",DOE,2017-18,17,1,5.9,16,94.1,0,0,0,0,0,0,9,52.9,8,47.1
KCPN,One World Project - Brooklyn,DOE,2015-16,16,0,0,0,0,4,25,6,37.5,6,37.5,12,75,4,25
KCPN,One World Project - Brooklyn,DOE,2016-17,34,0,0,1,2.9,13,38.2,18,52.9,2,5.9,18,52.9,16,47.1
KCPN,One World Project - Brooklyn,DOE,2017-18,34,0,0,0,0,13,38.2,13,38.2,8,23.5,21,61.8,13,38.2
KCPO,Redeemer St. John's Nursery School,DOE,2015-16,17,0,0,0,0,3,17.6,13,76.5,1,5.9,7,41.2,10,58.8
KCPO,Redeemer St. John's Nursery School,DOE,2016-17,18,1,5.6,1,5.6,2,11.1,13,72.2,1,5.6,9,50,9,50
KCPO,Redeemer St. John's Nursery School,DOE,2017-18,18,0,0,0,0,3,16.7,15,83.3,0,0,10,55.6,8,44.4
KCPP,Kings Bay Y at Windsor Terrace,DOE,2017-18,17,1,5.9,0,0,3,17.6,12,70.6,1,5.9,9,52.9,8,47.1
KCPR,Bam Bam'S Playhouse,DOE,2015-16,8,0,0,2,25,2,25,4,50,0,0,5,62.5,3,37.5
KCPR,Bam Bam'S Playhouse,DOE,2016-17,18,8,44.4,1,5.6,4,22.2,5,27.8,0,0,9,50,9,50
KCPR,Bam Bam'S Playhouse,DOE,2017-18,18,4,22.2,2,11.1,8,44.4,4,22.2,0,0,11,61.1,7,38.9
KCPT,Noah'S Ark Uni Day Care Center,DOE,2016-17,12,2,16.7,6,50,2,16.7,1,8.3,1,8.3,4,33.3,8,66.7
KCPT,Noah'S Ark Uni Day Care Center,DOE,2017-18,8,3,37.5,5,62.5,0,0,0,0,0,0,4,50,4,50
KCPU,NEW AGE DAY CARE CENTER,DOE,2016-17,18,0,0,2,11.1,15,83.3,0,0,1,5.6,10,55.6,8,44.4
KCPU,NEW AGE DAY CARE CENTER,DOE,2017-18,17,0,0,1,5.9,16,94.1,0,0,0,0,10,58.8,7,41.2
KCPY,Tiny Bumblebees,DOE,2016-17,13,2,15.4,0,0,3,23.1,7,53.8,1,7.7,3,23.1,10,76.9
KCPY,Tiny Bumblebees,DOE,2017-18,12,0,0,1,8.3,3,25,8,66.7,0,0,5,41.7,7,58.3
KCQB,Imaginarium Child,DOE,2015-16,11,0,0,0,0,0,0,11,100,0,0,6,54.5,5,45.5
KCQB,Imaginarium Child,DOE,2016-17,11,0,0,0,0,0,0,11,100,0,0,5,45.5,6,54.5
KCQB,Imaginarium Child,DOE,2017-18,11,0,0,0,0,0,0,11,100,0,0,4,36.4,7,63.6
KCQC,Ms. Taylor's House Pre-School,DOE,2015-16,9,0,0,7,77.8,2,22.2,0,0,0,0,6,66.7,3,33.3
KCQC,Ms. Taylor's House Pre-School,DOE,2016-17,12,0,0,8,66.7,3,25,0,0,1,8.3,6,50,6,50
KCQC,Ms. Taylor's House Pre-School,DOE,2017-18,11,0,0,10,90.9,0,0,0,0,1,9.1,2,18.2,9,81.8
KCQE,Stuyvesant Heights Day Care/New Vision One,DOE,2015-16,15,0,0,14,93.3,1,6.7,0,0,0,0,9,60,6,40
KCQE,Stuyvesant Heights Day Care/New Vision One,DOE,2016-17,18,0,0,16,88.9,2,11.1,0,0,0,0,8,44.4,10,55.6
KCQE,Stuyvesant Heights Day Care/New Vision One,DOE,2017-18,19,0,0,17,89.5,0,0,0,0,2,10.5,11,57.9,8,42.1
KCQT,Bnos Square of Williamsburg,DOE,2016-17,40,0,0,0,0,0,0,40,100,0,0,38,95,2,5
KCQT,Bnos Square of Williamsburg,DOE,2017-18,31,0,0,0,0,0,0,31,100,0,0,30,96.8,1,3.2
KCQV,Neshama Preschool-431 Avenue P,DOE,2016-17,18,0,0,0,0,0,0,17,94.4,1,5.6,8,44.4,10,55.6
KCQV,Neshama Preschool-431 Avenue P,DOE,2017-18,18,0,0,0,0,0,0,17,94.4,1,5.6,8,44.4,10,55.6
KCQX,KINGS POINTE TALENT INC.,DOE,2016-17,33,17,51.5,0,0,5,15.2,11,33.3,0,0,17,51.5,16,48.5
KCQX,KINGS POINTE TALENT INC.,DOE,2017-18,35,16,45.7,0,0,4,11.4,14,40,1,2.9,15,42.9,20,57.1
KCRB,Dreamland Day Care,DOE,2016-17,18,0,0,0,0,1,5.6,17,94.4,0,0,7,38.9,11,61.1
KCRB,Dreamland Day Care,DOE,2017-18,17,0,0,0,0,1,5.9,16,94.1,0,0,9,52.9,8,47.1
KCRG,Wise Kidz,DOE,2016-17,100,99,99,0,0,0,0,1,1,0,0,47,47,53,53
KCRG,Wise Kidz,DOE,2017-18,99,88,88.9,0,0,5,5.1,5,5.1,1,1,46,46.5,53,53.5
KCRJ,Athena Scholars,DOE,2016-17,26,24,92.3,0,0,1,3.8,0,0,1,3.8,19,73.1,7,26.9
KCRJ,Athena Scholars,DOE,2017-18,25,23,92,0,0,2,8,0,0,0,0,9,36,16,64
KCRV,Brooklyn Chinese-American Association,DOE,2017-18,39,38,97.4,0,0,0,0,1,2.6,0,0,10,25.6,29,74.4
KCSO,Step Ahead Llc,DOE,2017-18,25,2,8,0,0,8,32,15,60,0,0,12,48,13,52
KCSP,Carroll BH LLC. dba Bunny Hill,DOE,2017-18,26,2,7.7,0,0,6,23.1,16,61.5,2,7.7,14,53.8,12,46.2
KCST,Little Sunshine Child Development,DOE,2017-18,40,28,70,1,2.5,8,20,3,7.5,0,0,22,55,18,45
KCTN,YESHIVA OHR SHRAGA,DOE,2017-18,14,0,0,0,0,0,0,14,100,0,0,3,21.4,11,78.6
M168,East Harlem Scholars Academy Charter School,Charter School,2015-16,36,2,5.6,10,27.8,22,61.1,0,0,2,5.6,21,58.3,15,41.7
M329,Harlem Link Charter School,Charter School,2015-16,37,1,2.7,21,56.8,10,27,4,10.8,1,2.7,22,59.5,15,40.5
M351,Success Academy Charter School - Harlem 1,Charter School,2015-16,36,0,0,22,61.1,13,36.1,0,0,1,2.8,21,58.3,15,41.7
M382,DREAM Charter School,Charter School,2015-16,37,1,2.7,9,24.3,27,73,0,0,0,0,20,54.1,17,45.9
MAAY,Ascension School,DOE,2015-16,54,5,9.3,10,18.5,12,22.2,20,37,7,13,25,46.3,29,53.7
MAAY,Ascension School,DOE,2016-17,52,6,11.5,9,17.3,9,17.3,22,42.3,6,11.5,25,48.1,27,51.9
MAAY,Ascension School,DOE,2017-18,53,4,7.5,16,30.2,13,24.5,16,30.2,4,7.5,35,66,18,34
MABT,The Storefront Academy Harlem,DOE,2015-16,18,0,0,12,66.7,5,27.8,0,0,1,5.6,10,55.6,8,44.4
MABT,Storefront Academy Harlem,DOE,2016-17,18,0,0,14,77.8,2,11.1,0,0,2,11.1,9,50,9,50
MABT,Storefront Academy Harlem,DOE,2017-18,18,0,0,15,83.3,2,11.1,0,0,1,5.6,8,44.4,10,55.6
MACU,Corpus Christi,DOE,2015-16,36,2,5.6,1,2.8,9,25,20,55.6,4,11.1,14,38.9,22,61.1
MACU,Corpus Christi,DOE,2016-17,34,4,11.8,4,11.8,10,29.4,13,38.2,3,8.8,17,50,17,50
MACU,Corpus Christi,DOE,2017-18,36,2,5.6,9,25,13,36.1,10,27.8,2,5.6,19,52.8,17,47.2
MADL,Good Shepherd School,DOE,2015-16,36,0,0,1,2.8,26,72.2,8,22.2,1,2.8,19,52.8,17,47.2
MADL,Good Shepherd School,DOE,2016-17,35,1,2.9,1,2.9,28,80,5,14.3,0,0,16,45.7,19,54.3
MADL,Good Shepherd School,DOE,2017-18,35,0,0,0,0,25,71.4,8,22.9,2,5.7,26,74.3,9,25.7
MADO,Guardian Angel,DOE,2015-16,38,2,5.3,8,21.1,20,52.6,7,18.4,1,2.6,20,52.6,18,47.4
MADO,Guardian Angel,DOE,2016-17,34,1,2.9,4,11.8,18,52.9,7,20.6,4,11.8,18,52.9,16,47.1
MADO,Guardian Angel,DOE,2017-18,37,0,0,3,8.1,29,78.4,4,10.8,1,2.7,15,40.5,22,59.5
MAED,Immaculate Conception School,DOE,2015-16,30,9,30,3,10,11,36.7,3,10,4,13.3,18,60,12,40
MAED,Immaculate Conception School,DOE,2016-17,32,6,18.8,4,12.5,13,40.6,7,21.9,2,6.3,16,50,16,50
MAED,Immaculate Conception School,DOE,2017-18,35,4,11.4,2,5.7,18,51.4,9,25.7,2,5.7,12,34.3,23,65.7
MAEE,INCARNATION SCHOOL,DOE,2015-16,92,0,0,1,1.1,90,97.8,0,0,1,1.1,50,54.3,42,45.7
MAEE,INCARNATION SCHOOL,DOE,2016-17,107,0,0,2,1.9,104,97.2,1,0.9,0,0,54,50.5,53,49.5
MAEE,INCARNATION SCHOOL,DOE,2017-18,84,0,0,0,0,80,95.2,4,4.8,0,0,45,53.6,39,46.4
MAFQ,Our Lady Queen of Martyrs,DOE,2015-16,54,0,0,1,1.9,50,92.6,3,5.6,0,0,39,72.2,15,27.8
MAFQ,Our Lady Queen of Martyrs School,DOE,2016-17,53,0,0,0,0,47,88.7,4,7.5,2,3.8,29,54.7,24,45.3
MAFQ,Our Lady Queen of Martyrs School,DOE,2017-18,54,0,0,1,1.9,49,90.7,3,5.6,1,1.9,27,50,27,50
MAGN,St. Ann School,DOE,2015-16,34,3,8.8,9,26.5,20,58.8,0,0,2,5.9,21,61.8,13,38.2
MAGN,Saint Ann School,DOE,2016-17,34,1,2.9,11,32.4,21,61.8,1,2.9,0,0,17,50,17,50
MAGN,Saint Ann School,DOE,2017-18,35,3,8.6,9,25.7,18,51.4,2,5.7,3,8.6,23,65.7,12,34.3
MAGR,St. Brigid School,DOE,2015-16,36,1,2.8,5,13.9,19,52.8,8,22.2,3,8.3,22,61.1,14,38.9
MAGR,Saint Brigid School,DOE,2016-17,38,2,5.3,1,2.6,16,42.1,14,36.8,5,13.2,18,47.4,20,52.6
MAGR,Saint Brigid School,DOE,2017-18,33,4,12.1,8,24.2,13,39.4,6,18.2,2,6.1,19,57.6,14,42.4
MAGT,SAINT CHARLES BORROMEO,DOE,2015-16,76,0,0,52,68.4,19,25,0,0,5,6.6,35,46.1,41,53.9
MAGT,SAINT CHARLES BORROMEO,DOE,2016-17,62,1,1.6,43,69.4,16,25.8,0,0,2,3.2,29,46.8,33,53.2
MAGT,SAINT CHARLES BORROMEO,DOE,2017-18,60,1,1.7,46,76.7,12,20,0,0,1,1.7,32,53.3,28,46.7
MAGZ,St. Gregory the Great School,DOE,2015-16,36,2,5.6,9,25,12,33.3,10,27.8,3,8.3,17,47.2,19,52.8
MAPD,ESS Morningside,ACS,2015-16,16,0,0,7,43.8,9,56.3,0,0,0,0,8,50,8,50
MAGZ,Saint Gregory the Great School,DOE,2016-17,53,3,5.7,5,9.4,16,30.2,24,45.3,5,9.4,21,39.6,32,60.4
MAHP,St. Paul School,DOE,2015-16,31,0,0,7,22.6,22,71,2,6.5,0,0,16,51.6,15,48.4
MAHP,Saint Paul School,DOE,2016-17,29,0,0,5,17.2,23,79.3,1,3.4,0,0,15,51.7,14,48.3
MAHP,Saint Paul School,DOE,2017-18,29,1,3.4,9,31,18,62.1,0,0,1,3.4,13,44.8,16,55.2
MAHQ,St. Rose of Lima School,DOE,2015-16,35,3,8.6,2,5.7,29,82.9,0,0,1,2.9,16,45.7,19,54.3
MAHQ,St. Rose of Lima School,DOE,2016-17,32,0,0,3,9.4,27,84.4,2,6.3,0,0,15,46.9,17,53.1
MAHQ,St. Rose of Lima School,DOE,2017-18,33,1,3,3,9.1,29,87.9,0,0,0,0,20,60.6,13,39.4
MALF,Prince Hall Colonial Park Day Care Center,ACS,2015-16,2,0,0,1,50,1,50,0,0,0,0,2,100,0,0
MALF,Prince Hall Colonial Park Day Care Center,ACS,2016-17,4,0,0,3,75,1,25,0,0,0,0,3,75,1,25
MAMQ,Lenox Hill Neighborhood House,DOE,2015-16,73,4,5.5,11,15.1,47,64.4,10,13.7,1,1.4,42,57.5,31,42.5
MAMQ,Lenox Hill Neighborhood House,DOE,2016-17,73,2,2.7,11,15.1,51,69.9,6,8.2,3,4.1,39,53.4,34,46.6
MAMQ,Lenox Hill Neighborhood House,DOE,2017-18,79,0,0,4,5.1,64,81,7,8.9,4,5.1,39,49.4,40,50.6
MAMZ,MANHATTAN NURSERY SCHOOL,DOE,2015-16,32,6,18.8,9,28.1,9,28.1,8,25,0,0,16,50,16,50
MAMZ,MANHATTAN NURSERY SCHOOL,DOE,2016-17,28,5,17.9,8,28.6,7,25,6,21.4,2,7.1,18,64.3,10,35.7
MAMZ,MANHATTAN NURSERY SCHOOL,DOE,2017-18,27,3,11.1,9,33.3,7,25.9,6,22.2,2,7.4,13,48.1,14,51.9
MANG,Imagine Early Learning Center at Vets Kids,DOE,2015-16,14,1,7.1,1,7.1,1,7.1,7,50,4,28.6,5,35.7,9,64.3
MANG,Imagine Early Learning Center at Vets Kids,DOE,2016-17,14,4,28.6,0,0,1,7.1,9,64.3,0,0,4,28.6,10,71.4
MANG,Imagine Early Learning Center at Vets Kids,DOE,2017-18,9,3,33.3,0,0,1,11.1,4,44.4,1,11.1,5,55.6,4,44.4
MANH,Imagine Early Learning Center @ East 97th Street,DOE,2015-16,14,0,0,0,0,1,7.1,9,64.3,4,28.6,4,28.6,10,71.4
MANH,Imagine Early Learning Center at East 97th Street,DOE,2016-17,14,3,21.4,0,0,0,0,10,71.4,1,7.1,6,42.9,8,57.1
MANH,Imagine Early Learning Center at East 97th Street,DOE,2017-18,14,2,14.3,0,0,0,0,8,57.1,4,28.6,8,57.1,6,42.9
MANJ,Ivy League Early Learning Academy,DOE,2015-16,26,2,7.7,6,23.1,12,46.2,4,15.4,2,7.7,15,57.7,11,42.3
