SiteID,Program Code,Name,Site_Address 1,City_State_Zip,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-off Available,LATE Pick-Up Available,Meals,Playspace,DualLanguage,Collaborative Teachers - Survey Percent Positive,Site_Supportive_Environment -Survey Percent Positive,Site_Effective_Leadership - Survey Percent Positive,Site Strong Family Ties - Survey Percent Positive,Site Trust - Survey Percent Positive,Survey - # of Guardian Responses,Survey -Guardian Response Rate,CLASS Most Recent AssessmentYear,CLASS_Emotional Support Score,CLASS_Emotional Support Rating,CLASS_Classroom Organization Score,CLASS Classrooom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent AssessmentYear,ECERS Oberservation Average Score,ECERS Observation Average Score,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space/Furnishings Score,ECERS Space/Furnishings Rating,ECERS Program Structure Score,Ecers Program Structure Rating,Quality Review - Dates_of_Review,Quality Review - How well do teachers work with each other
XAGC,09XAGC,Highbridge Advisory Council Early Childhood Center #1,1594 Townsend Avenue,"Bronx, NY 10452",NYCEEC,49,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Contact program directly for details,Outdoor (onsite) playspace,,,1,0.98,0.97,0.99,37,88,2017-18 School Year,7,4,6.9,4,2.6,2,2016-17 School Year,5.5,4,6.3,4,6.8,4,5.2,4,4.3,4,4.9,3,6.5,4,,
XAHA,09XAHA,Ready Set Learn,3480 Third Avenue,"Bronx, NY 10456",NYCEEC,72,12/31/1899 09:00:00 AM,Full day,No,No,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,1,0.99,0.98,1,36,51,2017-18 School Year,6,4,5.8,3,2.5,2,2016-17 School Year,3.6,3,5.8,4,6,4,3,2,2.2,2,3.6,3,1.7,1,,
XAHO,09XAHO,1332 Fulton Ave DCC,1332 Fulton Avenue,"Bronx, NY 10456",NYCEEC,35,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Please contact site for more information,,,1,1,0.9,0.93,10,30,2016-17 School Year,6.4,4,6.1,4,3.6,3,2017-18 School Year,3,2,2.5,1,3.4,3,2.8,1,3.5,3,2.9,1,2.8,1,,
XAIM,09XAIM,Highbridge Advisory Council Early Childhood Center #3,1399 Ogden Avenue,"Bronx, NY 10452",NYCEEC,24,12/31/1899 08:00:00 AM,Full day,No,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,0.94,0.94,0.94,0.94,16,89,2015-16 School Year,6.6,4,5.8,3,3.5,3,2017-18 School Year,3.9,3,4.5,3,5,4,3.9,3,3,3,4,3,3,2,,
XAIN,09XAIN,Highbridge Advisory Council DCC (Nelson Avenue),1181 Nelson Avenue,"Bronx, NY 10452",NYCEEC,45,12/31/1899 08:15:00 AM,Full day,Contact Program,Contact Program,Lunch/Snack(s),Outdoor (onsite) playspace,,,1,0.88,0.95,0.97,12,27,2016-17 School Year,6.9,4,6.3,4,2.3,2,2016-17 School Year,3.6,3,3.3,2,4.8,3,4.3,3,2.3,3,3.6,3,2.7,1,,
XAIQ,09XAIQ,Richard H. Mangum Early Learning Center,383 East 162 Street,"Bronx, NY 10451",NYCEEC,18,12/31/1899 08:00:00 AM,Full day,No,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,1,0.97,1,14,88,2017-18 School Year,6.8,4,6.8,4,1.9,1,2016-17 School Year,3.6,3,5,4,4.6,3,3.8,3,3,3,2.8,1,3.3,2,,
XAKH,09XAKH,Labor Bathgate Community CCC,1638 Anthony Avenue,"Bronx, NY 10457",NYCEEC,28,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,,,0.96,0.93,5,38,2017-18 School Year,6.3,4,6.1,4,1.9,1,2015-16 School Year,3.5,3,4.5,3,4,3,3.2,2,3.2,3,3.3,2,3.5,3,,
XALW,09XALW,Sharon Baptist - Center I,507 East 165 Street,"Bronx, NY 10456",NYCEEC,35,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor,,,1,0.95,0.87,0.92,6,18,2017-18 School Year,6.8,4,6.6,4,2.1,2,2016-17 School Year,4.4,3,5.5,4,5,4,4.7,3,3,3,4.1,3,4,3,,
XALZ,09XALZ,Mid Bronx Senior Citizen Center,100 East Mount Eden Avenue,"Bronx, NY 10452",NYCEEC,106,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch,Outdoor (offsite) playspace,,,0.95,0.94,0.95,0.96,43,60,2017-18 School Year,6.9,4,6.7,4,1.9,1,2016-17 School Year,4.5,3,6.3,4,7,4,4.2,3,3.3,3,3.6,3,3.5,3,,
XANT,09XANT,Louis A. Fickling Child Development Center,1240 Webster Avenue,"Bronx, NY 10456",NYCEEC,10,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,,,,,,,2017-18 School Year,5.7,3,5.8,3,1.5,1,2016-17 School Year,4.4,3,5.3,4,6.4,4,4.5,3,2.8,3,4.3,3,3.7,3,,
XANU,09XANU,HELP II,285 East 171 Street,"Bronx, NY 10457",NYCEEC,20,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,,,,,,,2016-17 School Year,5.6,3,4.8,2,1.9,1,2017-18 School Year,4.5,3,6,4,5.2,4,5,4,3.2,3,3.8,3,4.3,3,,
XANV,09XANV,Highbridge Advisory Council Doris East Stone Day Care,1165 University Avenue,"Bronx, NY 10452",NYCEEC,17,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,,,,,,,2017-18 School Year,6.9,4,7,4,2.8,2,2015-16 School Year,5,4,6.3,4,5.8,4,4.7,3,3.8,4,4.8,3,5.5,4,,
XANZ,09XANZ,Walton (Center #5),1871 Walton Avenue,"Bronx, NY 10453",NYCEEC,51,12/31/1899 08:30:00 AM,Full day,No,No,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,0.89,0.82,0.92,0.89,10,21,2015-16 School Year,6.8,4,6.6,4,3.4,3,2016-17 School Year,4.3,3,5.5,4,6.4,4,4.5,3,3.2,3,3.9,3,2.8,1,,
XAOA,09XAOA,Promesa Multi-Cultural DCC II,300 East 175 Street,"Bronx, NY 10457",NYCEEC,74,12/31/1899 08:30:00 AM,Full day,No,No,Please contact program directly for details,Outdoor (offsite) playspace,,,0.99,0.99,0.95,0.99,52,72,2015-16 School Year,6.6,4,6.7,4,4,3,2016-17 School Year,4.7,3,5.5,4,6.6,4,4.4,3,3.2,3,3.8,3,6,4,,
XAOB,09XAOB,South Bronx Head Start II,141 Featherbed Lane,"Bronx, NY 10452",NYCEEC,35,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace/Outdoor (offsite) playspace,,,0.96,0.97,0.92,0.96,33,100,2017-18 School Year,6.8,4,6.6,4,1.7,1,2017-18 School Year,4,3,4.8,3,4.6,3,4.4,3,2.7,3,3.6,3,3.8,3,,
XAOD,09XAOD,BronxWorks,1130 Grand Concourse,"Bronx, NY 10456",NYCEEC,38,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,0.99,0.99,0.93,0.98,37,93,2017-18 School Year,6.9,4,6.8,4,2,2,2017-18 School Year,3.6,3,4.3,3,4.4,3,3.1,2,3.2,3,3.5,3,4.7,3,,
XAOF,09XAOF,Tremont Monterey Day Care Center II,1600 Bathgate Avenue,"Bronx, NY 10457",NYCEEC,21,12/31/1899 09:00:00 AM,Full day,Yes,Yes,Please contact program directly for details,Indoor/Outdoor (onsite) playspace,,,,,,,,,2017-18 School Year,7,4,7,4,3.2,2,2017-18 School Year,3.7,3,4.5,3,3.4,3,4.7,3,2.7,3,3.5,3,2.7,1,,
XAOI,09XAOI,Sharon Baptist - Center IV,1925 Bathgate Avenue,"Bronx, NY 10457",NYCEEC,36,12/31/1899 08:00:00 AM,Full day,No,Yes,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,0.8,0.6,0.78,0.84,5,14,2015-16 School Year,6.3,4,5.7,3,2.9,2,2017-18 School Year,4.1,3,4.8,3,5.8,4,4.9,3,2.7,3,3,2,3.8,3,,
XAOK,09XAOK,Seventh Avenue Center for Family Services,1646 Montgomery Avenue,"Bronx, NY 10453",NYCEEC,21,12/31/1899 08:00:00 AM,Full day,No,No,Breakfast / Lunch / Snack(s),Outdoor (offsite) playspace,,,,,,,,,2015-16 School Year,6.8,4,6.9,4,4.3,3,2016-17 School Year,4.4,3,5.5,4,5.2,4,4.6,3,3.2,3,4,3,4.5,3,,
XAOV,09XAOV,MARC Academy and Family Center,55 East 175 Street,"Bronx, NY 10453",NYCEEC,22,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Please contact site for more information,,,1,1,0.99,1,5,42,2015-16 School Year,6.6,4,6.7,4,3.8,3,2016-17 School Year,3.1,2,3,2,4.6,3,3,2,2.7,3,3.1,2,2.3,1,,
XARC,09XARC,Fulton (Center #4),1717 Fulton Avenue,"Bronx, NY 10457",NYCEEC,21,12/31/1899 08:30:00 AM,Full day,No,No,Breakfast / Lunch / Snack(s),Outdoor (offsite) playspace,,,,,,,,,2015-16 School Year,6.3,4,6,4,1.9,1,2017-18 School Year,4.1,3,5,4,5,4,4.1,3,3.2,3,4,3,3.3,2,,
XARD,09XARD,BRONX EARLY LEARNING CENTER,1887 Bathgate Avenue,"Bronx, NY 10457",NYCEEC,11,12/31/1899 08:40:00 AM,Full day,No,No,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2015-16 School Year,6.1,4,6,4,3.3,3,2017-18 School Year,4.1,3,5.8,4,5.4,4,3.9,3,2.3,3,3.8,3,4.5,3,,
XARK,09XARK,Sacred Heart Head Start,95 West 168th Street,"Bronx, NY 10452",NYCEEC,54,12/31/1899 08:00:00 AM,Both half day and full day,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.98,0.95,0.99,27,51,2015-16 School Year,6.6,4,6.3,4,3.7,3,2017-18 School Year,3.8,3,5,4,5.4,4,3.9,3,2.7,3,3.5,3,1.7,1,,
XARS,09XARS,3467 Ready Set Learn,3467 Third Avenue,"Bronx, NY 10456",NYCEEC,36,12/31/1899 09:00:00 AM,Full day,Yes,Yes,Contact program directly for details,Please contact site for more information,,,0.94,0.91,0.91,0.95,33,97,2017-18 School Year,6.4,4,6.2,4,1.9,1,2015-16 School Year,4,3,4.8,3,6.2,4,4.1,3,2.5,3,3.5,3,3.3,2,,
XASB,09XASB,New Covenant Christian School,1181 Boston Road,"Bronx, NY 10456",NYCEEC,14,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Please contact site for more information,,,1,0.98,0.98,1,11,79,2016-17 School Year,6.7,4,6.8,4,4,3,2017-18 School Year,5.4,4,6,4,6.6,4,5.6,4,3.2,3,5.4,4,5.8,4,,
XASE,09XASE,Fort George Universal Pre-K,489 Saint Pauls Place,"Bronx, NY 10456",NYCEEC,13,12/31/1899 08:00:00 AM,Full day,Contact Program,Contact Program,N/A,Indoor/Outdoor (onsite) playspace,,,0.91,0.9,0.91,0.91,11,92,2015-16 School Year,6.6,4,6.2,4,2.9,2,2017-18 School Year,3.7,3,4.8,3,4.4,3,4.6,3,2.5,3,2.8,1,3.5,3,,
XATC,09XATC,United Bronx Parents,1332 Fulton Avenue,"Bronx, NY 10456",NYCEEC,12,12/31/1899 08:00:00 AM,Full day,No,Yes,Breakfast / Lunch / Snack(s),Please contact site for more information,,,,,,,,,2017-18 School Year,6.3,4,6.2,4,2.2,2,2016-17 School Year,3.7,3,5,4,4,3,4.3,3,2.3,3,2.9,1,3.8,3,,
XAUH,09XAUH,LA PENINSULA 175 Street,499 EAST 175 STREET,"Bronx, NY 10457",NYCEEC,8,12/31/1899 08:30:00 AM,Full day,Contact Program,Contact Program,N/A,Please contact site for more information,,,,,,,,,N/A,,,,,,,2017-18 School Year,4.1,3,6.5,4,5.6,4,3.6,3,3.3,3,3.9,3,2.3,1,,
XAUZ,09XAUZ,BronxWorks,1472 Montgomery Avenue,"Bronx, NY 10453",NYCEEC,25,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (offsite) playspace,,,0.89,0.89,0.98,0.98,19,95,2017-18 School Year,6.8,4,6.8,4,1.7,1,2016-17 School Year,4.6,3,6.3,4,6.4,4,4.4,3,3,3,4.5,3,4,3,,
XAWX,09XAWX,Fabiana Day Care Academy Universal Pre-K,937 Teller Avenue,"Bronx, NY 10451",NYCEEC,24,12/31/1899 08:30:00 AM,Full day,Contact Program,Contact Program,N/A,Outdoor (offsite) playspace,,,1,0.99,0.92,0.97,20,87,2016-17 School Year,6.3,4,6.1,4,2.1,2,2017-18 School Year,3.4,3,4,3,4.4,3,3.5,3,2.7,3,3.3,2,2.7,1,,
XAYV,09XAYV,Promesa Head Start,1650 Undercliff Avenue,"Bronx, NY 10453",NYCEEC,20,12/31/1899 08:30:00 AM,Full day,No,No,Please contact program directly for details,Please contact site for more information,,,1,1,0.96,1,17,100,2017-18 School Year,6.8,4,6.2,4,1.7,1,2015-16 School Year,4.5,3,4.8,3,6.6,4,4.5,3,4.5,4,3.9,3,2.7,1,,
XAZC,09XAZC,Jesus Loves the Little Angels 2,1500 Morris Avenue,"Bronx, NY 10457",NYCEEC,12,12/31/1899 08:00:00 AM,Full day,No,Yes,Breakfast / Lunch,Indoor/Outdoor (offsite) playspace,,,1,1,0.99,1,11,92,2017-18 School Year,6.6,4,6.5,4,2.4,2,2017-18 School Year,4.2,3,6.3,4,4.8,3,4.8,3,3.2,3,3.4,3,2.7,1,,
XAAH,10XAAH,AMALGAMATED NURSERY SCHOOL,3980 Orloff Avenue,"Bronx, NY 10463",NYCEEC,34,12/31/1899 09:00:00 AM,Full day,Yes,Yes,Please contact program directly for details,Please contact site for more information,,,0.98,0.96,0.97,0.98,21,68,2017-18 School Year,7,4,6.9,4,1.8,1,2015-16 School Year,5.4,4,6,4,6.2,4,6.8,4,3.3,3,4.4,3,6.3,4,,
XACM,10XACM,Our Lady of Mount Carmel,2465 Bathgate Avenue,"Bronx, NY 10458",NYCEEC,93,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.97,0.96,0.99,15,17,2017-18 School Year,6.9,4,6.7,4,3.2,2,2016-17 School Year,4.8,3,6.3,4,6.2,4,4.9,3,2.8,3,4.5,3,5,4,,
XACY,10XACY,Saint Ann - Our Lady of Mount Carmel Annex,260 East 207 Street,"Bronx, NY 10467",NYCEEC,19,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Please contact site for more information,,,1,1,0.95,1,9,60,2015-16 School Year,6.3,4,6.1,4,3.2,2,2016-17 School Year,4.1,3,5.8,4,5.4,4,4.8,3,2.5,3,3.5,3,1.7,1,,
XADH,10XADH,Saint Brendan School,268 East 207th Street,"Bronx, NY 10467",NYCEEC,94,12/31/1899 08:15:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,0.97,0.93,0.92,0.97,31,34,2017-18 School Year,6.9,4,6.6,4,1.9,1,2016-17 School Year,3.9,3,6,4,5.2,4,4.3,3,2,2,3.8,3,1.7,1,,
XADP,10XADP,St. Gabriel School,590 WEST 235 STREET,"Bronx, NY 10463",NYCEEC,37,12/31/1899 08:10:00 AM,Full day,No,No,Breakfast / Lunch,Please contact site for more information,,,0.92,0.81,0.93,0.92,12,36,2017-18 School Year,7,4,7,4,2.7,2,2016-17 School Year,4.1,3,6.3,4,5.8,4,4.3,3,2.3,3,3.6,3,2.5,1,,
XADV,10XADV,Saint John School,3143 Kingsbridge Avenue,"Bronx, NY 10463",NYCEEC,53,12/31/1899 07:50:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Please contact site for more information,,,1,0.93,0.9,0.96,15,31,2017-18 School Year,7,4,6.8,4,3.5,3,2017-18 School Year,4.4,3,4.8,3,5.2,4,5.3,4,3.7,3,4.1,3,2.5,1,,
XAEB,10XAEB,Saint Margaret of Cortona,452 West 260 Street,"Bronx, NY 10471",NYCEEC,42,12/31/1899 08:00:00 AM,Full day,Yes,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,1,0.98,0.96,1,14,37,2015-16 School Year,6.5,4,6.7,4,3.6,3,2017-18 School Year,4.9,3,5.3,4,6.2,4,5,4,4.5,4,4,3,5,4,,
XAEH,10XAEH,St. Philip Neri School,3031 Grand Concourse,"Bronx, NY 10468",NYCEEC,,12/31/1899 08:00:00 AM,Full day,No,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,,,,,,,N/A,,,,,,,2015-16 School Year,3,2,3.8,3,2.8,1,3.8,3,1.7,2,3.1,2,1.7,1,,
XAEN,10XAEN,St. Simon Stock,2195 Valentine Avenue,"Bronx, NY 10457",NYCEEC,67,12/31/1899 08:00:00 AM,Full day,No,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace/Outdoor (offsite) playspace,,,0.97,0.93,0.94,0.94,45,75,2016-17 School Year,6.9,4,6.8,4,3.5,3,2015-16 School Year,5.3,4,7,4,6.2,4,5.9,4,3.7,3,5,4,3.8,3,,
XAHH,10XAHH,Trabajamos Community Head Start,1997 Bathgate Avenue,"Bronx, NY 10457",NYCEEC,39,12/31/1899 09:30:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,0.94,0.95,0.94,0.9,33,94,2017-18 School Year,5.9,3,6.1,4,1.8,1,2016-17 School Year,3.6,3,5,4,5.4,4,4,3,2.2,2,3.3,2,1.7,1,,
XAHM,10XAHM,Northeast Bronx Day Care Center (Susan Wagner),5401 Post Road,"Bronx, NY 10471",NYCEEC,67,12/31/1899 08:00:00 AM,Both half day and full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,0.94,0.88,0.87,0.91,17,29,2017-18 School Year,6.9,4,6.8,4,1.5,1,2016-17 School Year,4.4,3,6.3,4,6.2,4,4.7,3,2.7,3,4.3,3,2.3,1,,
XAIF,10XAIF,Be Above 52,1810 Davidson Avenue,"Bronx, NY 10453",NYCEEC,51,12/31/1899 09:00:00 AM,Full day,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,1,0.98,0.98,1,39,85,2015-16 School Year,6.1,4,6.1,4,3.3,3,2016-17 School Year,3.9,3,4.5,3,5,4,4.3,3,3.5,3,2.9,1,3.8,3,,
XAJB,10XAJB,"Concourse House, HDFC",2348 Webster Avenue,"Bronx, NY 10458",NYCEEC,62,12/31/1899 08:00:00 AM,Full day,No,Yes,Breakfast / Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.96,0.98,1,12,20,2017-18 School Year,6.9,4,6.8,4,2.9,2,2016-17 School Year,4.5,3,5.3,4,5.4,4,5.1,4,3.3,3,4.1,3,3.3,2,,
XAKZ,10XAKZ,Harry H. Gordon School (NYL),2465 Bathgate Avenue,"Bronx, NY 10458",NYCEEC,8,12/31/1899 08:15:00 AM,Full day,No,No,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,,,,,,,2016-17 School Year,6.1,4,6.2,4,2.4,2,2017-18 School Year,4.2,3,6,4,5.4,4,4.1,3,3.2,3,3.5,3,4.3,3,,
XALJ,10XALJ,"Saint Jemuel Group Family Day Care, Inc.",2836 Webb Avenue,"Bronx, NY 10468",NYCEEC,31,12/31/1899 08:30:00 AM,Full day,Contact Program,Contact Program,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,,1,1,0.98,0.99,19,79,2015-16 School Year,5.8,3,5.8,3,2.4,2,2016-17 School Year,4.2,3,5.5,4,6.6,4,4.2,3,2.7,3,3.9,3,2.8,1,,
XALT,10XALT,Riverdale Nursery School And Family Center,3816 Waldo Avenue,"Bronx, NY 10463",NYCEEC,20,12/31/1899 08:50:00 AM,Full day,Yes,Yes,Lunch / Snack(s),Please contact site for more information,,,0.94,0.91,0.93,0.91,18,90,N/A,,,,,,,2017-18 School Year,4.5,3,6,4,6,4,4,3,3.7,3,4.3,3,4.3,3,,
XALV,10XALV,Kingsbridge Heights Community Center,295 West 231 Street,"Bronx, NY 10463",NYCEEC,64,12/31/1899 08:00:00 AM,Full day,Contact Program,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,0.96,0.94,0.94,0.95,55,95,2017-18 School Year,6.8,4,6.7,4,2.1,2,2016-17 School Year,3.8,3,6.3,4,5.4,4,3.8,3,2.8,3,2.9,1,2.8,1,,
XAMQ,10XAMQ,Mosholu Montefiore - Van Cortlandt,3880 Sedgwick Avenue,"Bronx, NY 10463",NYCEEC,65,12/31/1899 08:30:00 AM,Both half day and full day,Yes,Yes,Breakfast / Lunch / Snack(s),Outdoor (onsite) playspace,,,1,0.97,0.95,0.98,28,51,2017-18 School Year,6.9,4,6.8,4,2.1,2,2016-17 School Year,3.6,3,4.8,3,4.4,3,3.7,3,2.6,3,2.9,1,4.3,3,,
XAOL,10XAOL,St. Nicholas of Tolentine Head Start,2331 University Avenue,"Bronx, NY 10468",NYCEEC,18,12/31/1899 08:30:00 AM,Half day,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,,,,,,,,2015-16 School Year,6,4,5.6,3,3.1,2,2017-18 School Year,4,3,4.5,3,4.6,3,4.5,3,2.6,3,3.6,3,3.8,3,,
XAOM,10XAOM,Belmont Community Day Care Center,2340 Cambreleng Avenue,"Bronx, NY 10458",NYCEEC,92,12/31/1899 08:15:00 AM,Full day,No,Yes,Breakfast / Lunch,Indoor/Outdoor (onsite) playspace,,,0.97,0.97,0.95,0.97,52,63,2016-17 School Year,6.6,4,6.3,4,3.3,3,2015-16 School Year,4.1,3,5.8,4,5.8,4,4.3,3,3.3,3,3.3,2,3,2,,
XAON,10XAON,BRENDA'S PLAYSCHOOL,3930 Bailey Avenue,"Bronx, NY 10463",NYCEEC,7,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Contact program directly for details,Outdoor (offsite) playspace,,,1,1,0.94,1,7,100,2016-17 School Year,7,4,7,4,3.7,3,2015-16 School Year,4.1,3,6.3,4,6.2,4,4.1,3,2.5,3,2.5,1,4.8,3,,
XAOR,10XAOR,Kingsbridge Montessori School,2500 Jerome Avenue,"Bronx, NY 10468",NYCEEC,36,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,0.88,0.73,0.81,0.79,13,37,2017-18 School Year,6.8,4,6.9,4,3.1,2,2017-18 School Year,4.2,3,5.5,4,6,4,4.1,3,2.8,3,4,3,2.7,1,,
XAOS,10XAOS,Riverdale Montessori School,5705 Mosholu Avenue,"Bronx, NY 10471",NYCEEC,33,12/31/1899 08:30:00 AM,Full day,Yes,Yes,Lunch / Snack(s),Outdoor (onsite) playspace,,,1,1,0.98,1,8,24,2017-18 School Year,6.9,4,7,4,3.2,2,2016-17 School Year,4.1,3,6.3,4,6.2,4,3.6,3,1.8,2,4.4,3,3.8,3,,
XAOT,10XAOT,Kingsbridge Heights Community Center,3101 Kingsbridge Terrace,"Bronx, NY 10463",NYCEEC,36,12/31/1899 08:00:00 AM,Full day,Contact Program,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,,,,,,,2017-18 School Year,6.7,4,6.3,4,1.9,1,2016-17 School Year,3.8,3,4.8,3,5.2,4,4,3,2.8,3,3,2,3.8,3,,
XAOU,10XAOU,MARBLE HILL NURSERY SCHOOL,5470 Broadway,"Bronx, NY 10463",NYCEEC,40,12/31/1899 09:00:00 AM,Full day,Yes,Yes,Lunch/Snack(s),Outdoor (onsite) playspace,,,1,0.99,0.97,1,17,46,2015-16 School Year,6.8,4,6.7,4,3.8,3,2016-17 School Year,4.4,3,6.3,4,5.8,4,4.4,3,3.5,3,4,3,2.7,1,,
XAOW,10XAOW,Mosholu Montefiore Community Center - NORTHSIDE ANNEX,3512 Dekalb Avenue,"Bronx, NY 10467",NYCEEC,74,12/31/1899 08:30:00 AM,Both half day and full day,Contact Program,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,,0.98,0.97,0.94,0.98,42,62,2016-17 School Year,6.7,4,6.2,4,2.4,2,2015-16 School Year,4.7,3,4.5,3,5.2,4,4.9,3,3,3,5,4,5,4,,
XAOX,10XAOX,Child Development Center of Mosholu Montefiore CC,3450 DeKalb Avenue,"Bronx, NY 10467",NYCEEC,90,12/31/1899 08:30:00 AM,Half day,Contact Program,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,1,0.99,0.98,0.99,37,44,2015-16 School Year,6.1,4,5.9,3,3.6,3,2017-18 School Year,4.3,3,5,4,6,4,4.7,3,3.8,4,3,2,3.5,3,,
XAPA,10XAPA,"RIVERDALE NEIGHBORHOOD HOUSE, INC.",5521 Mosholu Avenue,"Bronx, NY 10471",NYCEEC,69,12/31/1899 08:00:00 AM,Full day,Contact Program,Yes,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,,0.95,0.91,0.92,0.98,22,34,2017-18 School Year,6.9,4,6.9,4,1.6,1,2015-16 School Year,4.1,3,5,4,5.2,4,4.6,3,2.2,2,3.8,3,4.5,3,,
XAPB,10XAPB,Riverdale Presbyterian Church Nursery School,4765 Henry Hudson Parkway West,"Bronx, NY 10471",NYCEEC,36,12/31/1899 08:40:00 AM,Full day,Yes,Yes,Lunch / Snack(s),Please contact site for more information,,,,,,,,,2017-18 School Year,7,4,6.8,4,4.1,3,2015-16 School Year,4.7,3,6,4,5.8,4,4.4,3,2.6,3,4.3,3,7,4,,
XAPC,10XAPC,RIVERDALE TEMPLE NURSERY SCHOOL,4545 Independence Avenue,"Bronx, NY 10471",NYCEEC,44,12/31/1899 08:45:00 AM,Full day,Yes,No,Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,1,1,0.99,1,11,28,2015-16 School Year,6.3,4,5.8,3,2,2,2017-18 School Year,4.2,3,5.3,4,5.8,4,4.6,3,3,3,3.8,3,2.7,1,,
XAPD,10XAPD,Riverdale Y Early Childhood Program,5625 Arlington Avenue,"Bronx, NY 10471",NYCEEC,32,12/31/1899 08:45:00 AM,Full day,Yes,Yes,Lunch / Snack(s),Indoor/Outdoor (onsite) playspace,,,0.96,0.95,0.93,0.95,25,81,2016-17 School Year,6.6,4,6,4,2.6,2,2015-16 School Year,5,4,6.8,4,6.8,4,4.7,3,2.8,3,4.5,3,5.8,4,,
XAPE,10XAPE,SPUYTEN DUYVIL PRESCHOOL,3041 Kingsbridge Avenue,"Bronx, NY 10463",NYCEEC,40,12/31/1899 08:40:00 AM,Full day,Yes,Yes,Lunch / Snack(s),Outdoor (onsite) playspace,,,0.94,0.84,0.91,0.86,34,87,2017-18 School Year,6.7,4,6.5,4,2.8,2,2017-18 School Year,2.8,1,3.8,3,4.2,3,2.8,1,1.7,2,2.4,1,2.7,1,,
